trial_id,timestamp,model,status,in_tokens,out_tokens,sec,error
S3_V2_formal_claude-sonnet_rep2,2026-02-27T10:20:46.434356,claude-sonnet,success,643,1359,26.25,
S3_V2_formal_claude-sonnet_rep3,2026-02-27T10:21:16.522286,claude-sonnet,success,643,1436,29.59,
S3_V2_formal_claude-sonnet_rep4,2026-02-27T10:21:39.461705,claude-sonnet,success,643,1070,22.44,
S3_V2_formal_gpt-4o_rep0,2026-02-27T10:21:52.373461,gpt-4o,success,593,851,12.38,
S3_V2_formal_gpt-4o_rep1,2026-02-27T10:22:06.762512,gpt-4o,success,593,994,13.89,
S3_V2_formal_gpt-4o_rep2,2026-02-27T10:22:21.515990,gpt-4o,success,593,698,14.25,
S3_V2_formal_gpt-4o_rep3,2026-02-27T10:22:32.109136,gpt-4o,success,593,685,10.09,
S3_V2_formal_gpt-4o_rep4,2026-02-27T10:22:44.222505,gpt-4o,success,593,684,11.61,
S3_V3_causal_claude-sonnet_rep0,2026-02-27T10:23:17.245212,claude-sonnet,success,675,1256,32.49,
S3_V3_causal_claude-sonnet_rep1,2026-02-27T10:23:48.426972,claude-sonnet,success,675,1191,30.68,
S3_V3_causal_claude-sonnet_rep2,2026-02-27T10:24:20.722739,claude-sonnet,success,675,1301,31.8,
S3_V3_causal_claude-sonnet_rep3,2026-02-27T10:24:51.875611,claude-sonnet,success,675,1204,30.65,
S3_V3_causal_claude-sonnet_rep4,2026-02-27T10:25:25.300733,claude-sonnet,success,675,1290,32.92,
S3_V3_causal_gpt-4o_rep0,2026-02-27T10:25:36.122328,gpt-4o,success,612,732,10.27,
S3_V3_causal_gpt-4o_rep1,2026-02-27T10:25:57.213302,gpt-4o,success,612,740,20.59,
S3_V3_causal_gpt-4o_rep2,2026-02-27T10:26:20.892159,gpt-4o,success,612,712,23.18,
S3_V3_causal_gpt-4o_rep3,2026-02-27T10:26:35.356230,gpt-4o,success,612,756,13.96,
S3_V3_causal_gpt-4o_rep4,2026-02-27T10:26:52.562854,gpt-4o,success,612,711,16.71,
S3_V3_practical_claude-sonnet_rep0,2026-02-27T10:27:26.168691,claude-sonnet,success,667,1273,33.06,
S3_V3_practical_claude-sonnet_rep1,2026-02-27T10:28:00.098043,claude-sonnet,success,667,1314,33.43,
S3_V3_practical_claude-sonnet_rep2,2026-02-27T10:28:29.034048,claude-sonnet,success,667,1078,28.44,
S3_V3_practical_claude-sonnet_rep3,2026-02-27T10:28:58.951096,claude-sonnet,success,667,1077,29.42,
S3_V3_practical_claude-sonnet_rep4,2026-02-27T10:29:33.173045,claude-sonnet,success,667,1256,33.72,
S3_V3_practical_gpt-4o_rep0,2026-02-27T10:29:51.005268,gpt-4o,success,608,693,17.3,
S3_V3_practical_gpt-4o_rep1,2026-02-27T10:30:05.223116,gpt-4o,success,608,747,13.72,
S3_V3_practical_gpt-4o_rep2,2026-02-27T10:30:22.670294,gpt-4o,success,608,731,16.95,
S3_V3_practical_gpt-4o_rep3,2026-02-27T10:30:39.605343,gpt-4o,success,608,714,16.43,
S3_V3_practical_gpt-4o_rep4,2026-02-27T10:30:57.766045,gpt-4o,success,608,778,17.66,
S3_V3_historical_claude-sonnet_rep0,2026-02-27T10:31:43.613392,claude-sonnet,success,666,1806,45.3,
S3_V3_historical_claude-sonnet_rep1,2026-02-27T10:32:19.766971,claude-sonnet,success,666,1395,35.65,
S3_V3_historical_claude-sonnet_rep2,2026-02-27T10:32:56.085836,claude-sonnet,success,666,1446,35.82,
S3_V3_historical_claude-sonnet_rep3,2026-02-27T10:33:30.312341,claude-sonnet,success,666,1395,33.73,
S3_V3_historical_claude-sonnet_rep4,2026-02-27T10:34:09.386800,claude-sonnet,success,666,1525,38.57,
S3_V3_historical_gpt-4o_rep0,2026-02-27T10:34:25.825012,gpt-4o,success,609,716,15.88,
S3_V3_historical_gpt-4o_rep1,2026-02-27T10:34:46.635781,gpt-4o,success,609,816,20.31,
S3_V3_historical_gpt-4o_rep2,2026-02-27T10:35:01.952141,gpt-4o,success,609,717,14.82,
S3_V3_historical_gpt-4o_rep3,2026-02-27T10:35:21.048259,gpt-4o,success,609,812,18.6,
S3_V3_historical_gpt-4o_rep4,2026-02-27T10:35:36.700611,gpt-4o,success,609,719,15.15,
S3_V3_formal_claude-sonnet_rep0,2026-02-27T10:36:03.811385,claude-sonnet,success,667,1244,26.57,
S3_V3_formal_claude-sonnet_rep1,2026-02-27T10:36:32.022611,claude-sonnet,success,667,1176,27.71,
S3_V3_formal_claude-sonnet_rep2,2026-02-27T10:37:02.688953,claude-sonnet,success,667,1319,30.17,
S3_V3_formal_claude-sonnet_rep3,2026-02-27T10:37:36.123616,claude-sonnet,success,667,1358,32.93,
S3_V3_formal_claude-sonnet_rep4,2026-02-27T10:38:10.902723,claude-sonnet,success,667,1409,34.28,
S3_V3_formal_gpt-4o_rep0,2026-02-27T10:38:26.280531,gpt-4o,success,610,730,14.83,
S3_V3_formal_gpt-4o_rep1,2026-02-27T10:38:42.214953,gpt-4o,success,610,766,15.43,
S3_V3_formal_gpt-4o_rep2,2026-02-27T10:38:54.571628,gpt-4o,success,610,702,11.86,
S3_V3_formal_gpt-4o_rep3,2026-02-27T10:39:11.792099,gpt-4o,success,610,626,16.72,
S3_V3_formal_gpt-4o_rep4,2026-02-27T10:39:24.977995,gpt-4o,success,610,744,12.69,
S4_V0_none_claude-sonnet_rep0,2026-02-27T10:39:32.240255,claude-sonnet,success,826,739,6.72,
S4_V0_none_claude-sonnet_rep1,2026-02-27T10:39:39.292606,claude-sonnet,success,826,739,6.55,
S4_V0_none_claude-sonnet_rep2,2026-02-27T10:39:46.537108,claude-sonnet,success,826,739,6.74,
S4_V0_none_claude-sonnet_rep3,2026-02-27T10:39:53.728727,claude-sonnet,success,826,739,6.69,
S4_V0_none_claude-sonnet_rep4,2026-02-27T10:40:00.847928,claude-sonnet,success,826,739,6.62,
S4_V0_none_gpt-4o_rep0,2026-02-27T10:40:05.150969,gpt-4o,success,713,623,3.76,
S4_V0_none_gpt-4o_rep1,2026-02-27T10:40:09.533571,gpt-4o,success,713,623,3.88,
S4_V0_none_gpt-4o_rep2,2026-02-27T10:40:14.355638,gpt-4o,success,713,623,4.32,
S4_V0_none_gpt-4o_rep3,2026-02-27T10:40:19.544863,gpt-4o,success,713,623,4.69,
S4_V0_none_gpt-4o_rep4,2026-02-27T10:40:24.728645,gpt-4o,success,713,623,4.68,
S4_V1_none_claude-sonnet_rep0,2026-02-27T10:40:37.711779,claude-sonnet,success,820,648,12.43,
S4_V1_none_claude-sonnet_rep1,2026-02-27T10:40:52.358541,claude-sonnet,success,820,670,14.15,
S4_V1_none_claude-sonnet_rep2,2026-02-27T10:41:04.528432,claude-sonnet,success,820,627,11.67,
S4_V1_none_claude-sonnet_rep3,2026-02-27T10:41:15.327584,claude-sonnet,success,820,570,10.3,
S4_V1_none_claude-sonnet_rep4,2026-02-27T10:41:26.437921,claude-sonnet,success,820,620,10.61,
S4_V1_none_gpt-4o_rep0,2026-02-27T10:41:38.401229,gpt-4o,success,703,570,11.41,
S4_V1_none_gpt-4o_rep1,2026-02-27T10:41:47.780135,gpt-4o,success,703,602,8.88,
S4_V1_none_gpt-4o_rep2,2026-02-27T10:42:00.454545,gpt-4o,success,703,526,12.17,
S4_V1_none_gpt-4o_rep3,2026-02-27T10:42:10.467208,gpt-4o,success,703,567,9.51,
S4_V1_none_gpt-4o_rep4,2026-02-27T10:42:20.553878,gpt-4o,success,703,545,9.59,
S4_V2_causal_claude-sonnet_rep0,2026-02-27T10:42:50.384316,claude-sonnet,success,826,1352,29.29,
S4_V2_causal_claude-sonnet_rep1,2026-02-27T10:43:21.251596,claude-sonnet,success,826,1291,30.37,
S4_V2_causal_claude-sonnet_rep2,2026-02-27T10:43:51.102827,claude-sonnet,success,826,1197,29.35,
S4_V2_causal_claude-sonnet_rep3,2026-02-27T10:44:15.728984,claude-sonnet,success,826,1145,24.13,
S4_V2_causal_claude-sonnet_rep4,2026-02-27T10:44:39.163173,claude-sonnet,success,826,985,22.93,
S4_V2_causal_gpt-4o_rep0,2026-02-27T10:44:52.721279,gpt-4o,success,710,924,13.0,
S4_V2_causal_gpt-4o_rep1,2026-02-27T10:45:10.969863,gpt-4o,success,710,934,17.75,
S4_V2_causal_gpt-4o_rep2,2026-02-27T10:45:26.919067,gpt-4o,success,710,917,15.45,
S4_V2_causal_gpt-4o_rep3,2026-02-27T10:45:47.307284,gpt-4o,success,710,983,19.89,
S4_V2_causal_gpt-4o_rep4,2026-02-27T10:46:00.034415,gpt-4o,success,710,801,12.23,
S4_V2_practical_claude-sonnet_rep0,2026-02-27T10:46:22.471101,claude-sonnet,success,816,1030,21.89,
S4_V2_practical_claude-sonnet_rep1,2026-02-27T10:46:43.890838,claude-sonnet,success,816,1050,20.92,
S4_V2_practical_claude-sonnet_rep2,2026-02-27T10:47:12.032132,claude-sonnet,success,816,1321,27.64,
S4_V2_practical_claude-sonnet_rep3,2026-02-27T10:47:37.033824,claude-sonnet,success,816,1091,24.5,
S4_V2_practical_claude-sonnet_rep4,2026-02-27T10:48:01.325295,claude-sonnet,success,816,1099,23.79,
S4_V2_practical_gpt-4o_rep0,2026-02-27T10:48:14.593319,gpt-4o,success,703,718,12.72,
S4_V2_practical_gpt-4o_rep1,2026-02-27T10:48:26.851454,gpt-4o,success,703,749,11.76,
S4_V2_practical_gpt-4o_rep2,2026-02-27T10:48:40.020564,gpt-4o,success,703,674,12.67,
S4_V2_practical_gpt-4o_rep3,2026-02-27T10:49:05.972384,gpt-4o,success,703,972,25.45,
S4_V2_practical_gpt-4o_rep4,2026-02-27T10:49:20.864051,gpt-4o,success,703,702,14.39,
S4_V2_historical_claude-sonnet_rep0,2026-02-27T10:49:45.743184,claude-sonnet,success,817,1061,24.32,
S4_V2_historical_claude-sonnet_rep1,2026-02-27T10:50:11.264750,claude-sonnet,success,817,1021,25.02,
S4_V2_historical_claude-sonnet_rep2,2026-02-27T10:50:35.976378,claude-sonnet,success,817,1086,24.21,
S4_V2_historical_claude-sonnet_rep3,2026-02-27T10:51:01.062359,claude-sonnet,success,817,1037,24.59,
S4_V2_historical_claude-sonnet_rep4,2026-02-27T10:51:26.809361,claude-sonnet,success,817,973,25.25,
S4_V2_historical_gpt-4o_rep0,2026-02-27T10:51:43.755495,gpt-4o,success,702,810,16.4,
S4_V2_historical_gpt-4o_rep1,2026-02-27T10:51:54.627147,gpt-4o,success,702,700,10.37,
S4_V2_historical_gpt-4o_rep2,2026-02-27T10:52:06.866478,gpt-4o,success,702,721,11.74,
S4_V2_historical_gpt-4o_rep3,2026-02-27T10:52:20.659200,gpt-4o,success,702,805,13.29,
S4_V2_historical_gpt-4o_rep4,2026-02-27T10:52:30.476133,gpt-4o,success,702,692,9.32,
S4_V2_formal_claude-sonnet_rep0,2026-02-27T10:52:54.657321,claude-sonnet,success,823,1305,23.64,
S4_V2_formal_claude-sonnet_rep1,2026-02-27T10:53:20.281563,claude-sonnet,success,823,1271,25.12,
S4_V2_formal_claude-sonnet_rep2,2026-02-27T10:53:42.676902,claude-sonnet,success,823,960,21.9,
S4_V2_formal_claude-sonnet_rep3,2026-02-27T10:54:06.559993,claude-sonnet,success,823,1234,23.38,
S4_V2_formal_claude-sonnet_rep4,2026-02-27T10:54:34.162785,claude-sonnet,success,823,1439,27.1,
S4_V2_formal_gpt-4o_rep0,2026-02-27T10:54:44.214667,gpt-4o,success,710,848,9.51,
S4_V2_formal_gpt-4o_rep1,2026-02-27T10:54:58.061400,gpt-4o,success,710,799,13.35,
S4_V2_formal_gpt-4o_rep2,2026-02-27T10:55:14.782377,gpt-4o,success,710,880,16.22,
S4_V2_formal_gpt-4o_rep3,2026-02-27T10:55:29.528846,gpt-4o,success,710,890,14.25,
S4_V2_formal_gpt-4o_rep4,2026-02-27T10:55:47.136174,gpt-4o,success,710,822,17.11,
S4_V3_causal_claude-sonnet_rep0,2026-02-27T10:56:21.089569,claude-sonnet,success,855,1286,33.39,
S4_V3_causal_claude-sonnet_rep1,2026-02-27T10:56:59.274689,claude-sonnet,success,855,1478,37.68,
S4_V3_causal_claude-sonnet_rep2,2026-02-27T10:57:36.372772,claude-sonnet,success,855,1363,36.6,
S4_V3_causal_claude-sonnet_rep3,2026-02-27T10:58:03.984308,claude-sonnet,success,855,1188,27.11,
S4_V3_causal_claude-sonnet_rep4,2026-02-27T10:58:40.257953,claude-sonnet,success,855,1352,35.77,
S4_V3_causal_gpt-4o_rep0,2026-02-27T10:59:01.427585,gpt-4o,success,729,1081,20.62,
S4_V3_causal_gpt-4o_rep1,2026-02-27T10:59:17.406008,gpt-4o,success,729,984,15.48,
S4_V3_causal_gpt-4o_rep2,2026-02-27T10:59:42.856644,gpt-4o,success,729,1180,24.95,
S4_V3_causal_gpt-4o_rep3,2026-02-27T11:00:00.400536,gpt-4o,success,729,965,17.04,
S4_V3_causal_gpt-4o_rep4,2026-02-27T11:00:25.129693,gpt-4o,success,729,1090,24.23,
S4_V3_practical_claude-sonnet_rep0,2026-02-27T11:00:58.106541,claude-sonnet,success,847,1200,32.43,
S4_V3_practical_claude-sonnet_rep1,2026-02-27T11:01:31.484918,claude-sonnet,success,847,1262,32.88,
S4_V3_practical_claude-sonnet_rep2,2026-02-27T11:02:03.459942,claude-sonnet,success,847,1300,31.47,
S4_V3_practical_claude-sonnet_rep3,2026-02-27T11:02:31.845200,claude-sonnet,success,847,1163,27.88,
S4_V3_practical_claude-sonnet_rep4,2026-02-27T11:02:59.336313,claude-sonnet,success,847,1103,26.99,
S4_V3_practical_gpt-4o_rep0,2026-02-27T11:03:22.146325,gpt-4o,success,725,731,22.26,
S4_V3_practical_gpt-4o_rep1,2026-02-27T11:03:35.322335,gpt-4o,success,725,773,12.68,
S4_V3_practical_gpt-4o_rep2,2026-02-27T11:03:48.600557,gpt-4o,success,725,780,12.78,
S4_V3_practical_gpt-4o_rep3,2026-02-27T11:04:00.029464,gpt-4o,success,725,799,10.93,
S4_V3_practical_gpt-4o_rep4,2026-02-27T11:04:16.504556,gpt-4o,success,725,729,15.97,
S4_V3_historical_claude-sonnet_rep0,2026-02-27T11:04:50.546171,claude-sonnet,success,846,1355,33.49,
S4_V3_historical_claude-sonnet_rep1,2026-02-27T11:05:26.372386,claude-sonnet,success,846,1392,35.33,
S4_V3_historical_claude-sonnet_rep2,2026-02-27T11:05:59.172616,claude-sonnet,success,846,1241,32.3,
S4_V3_historical_claude-sonnet_rep3,2026-02-27T11:06:41.581164,claude-sonnet,success,846,1581,41.91,
S4_V3_historical_claude-sonnet_rep4,2026-02-27T11:07:13.196093,claude-sonnet,success,846,1174,31.11,
S4_V3_historical_gpt-4o_rep0,2026-02-27T11:07:41.340120,gpt-4o,success,726,1103,27.6,
S4_V3_historical_gpt-4o_rep1,2026-02-27T11:07:59.428603,gpt-4o,success,726,1094,17.59,
S4_V3_historical_gpt-4o_rep2,2026-02-27T11:08:15.108332,gpt-4o,success,726,790,15.18,
S4_V3_historical_gpt-4o_rep3,2026-02-27T11:08:32.989759,gpt-4o,success,726,1085,17.38,
S4_V3_historical_gpt-4o_rep4,2026-02-27T11:08:57.314747,gpt-4o,success,726,788,23.82,
S4_V3_formal_claude-sonnet_rep0,2026-02-27T11:09:26.361823,claude-sonnet,success,847,1232,28.5,
S4_V3_formal_claude-sonnet_rep1,2026-02-27T11:09:58.561826,claude-sonnet,success,847,1320,31.7,
S4_V3_formal_claude-sonnet_rep2,2026-02-27T11:10:23.828151,claude-sonnet,success,847,1193,24.77,
S4_V3_formal_claude-sonnet_rep3,2026-02-27T11:10:53.606145,claude-sonnet,success,847,1321,29.28,
S4_V3_formal_claude-sonnet_rep4,2026-02-27T11:11:27.385032,claude-sonnet,success,847,1430,33.28,
S4_V3_formal_gpt-4o_rep0,2026-02-27T11:11:43.262823,gpt-4o,success,727,884,15.33,
S4_V3_formal_gpt-4o_rep1,2026-02-27T11:12:00.853140,gpt-4o,success,727,856,17.09,
S4_V3_formal_gpt-4o_rep2,2026-02-27T11:12:15.477249,gpt-4o,success,727,1027,14.12,
S4_V3_formal_gpt-4o_rep3,2026-02-27T11:12:36.822714,gpt-4o,success,727,923,20.85,
S4_V3_formal_gpt-4o_rep4,2026-02-27T11:12:51.794928,gpt-4o,success,727,849,14.47,
